incident_id,title,description,priority,status,reported_by,reported_date,resolved_by,resolved_date,resolution_notes,affected_app,affected_microservice,cpu_usage,memory_usage,related_incidents,kb_article_id
INC045356,High CPU usage on Payment Service,Connection attempts to Payment Service are timing out.,Critical,In Progress,Shannon Fernandez,04-08-2024 13:47,,,,Online Banking App,Payment Service,68.71,51.89,,
INC427109,API latency spike in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",High,Resolved,Scott Richardson,24-12-2024 16:00,Nicholas Miles,09-01-2025 23:55,Restarted Notification Service.,Mobile Banking App,Notification Service,24.75,79.12,,KB083
INC870970,Memory leak in Database B,API requests to Database B are failing with 500 errors.,Low,In Progress,Jason Hunt,29-04-2024 07:17,,,,Mobile Banking App,Database B,52.07,11.51,,
INC473844,Failed transactions in Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,Resolved,Gregory Rodriguez,22-09-2024 12:29,Marco Griffith,01-02-2025 05:58,Restarted Auth Service.,Mobile Banking App,Auth Service,98.54,23.4,,KB068
INC357025,Payment Service not responding,API requests to Payment Service are failing with 500 errors.,Medium,In Progress,Lindsay Haney,12-02-2025 13:25,,,,Online Banking App,Payment Service,89.65,16.79,"INC327911, INC044127",
INC253568,Database deadlock in Notification Service,API requests to Notification Service are failing with 500 errors.,Low,In Progress,Lisa Johnson,21-06-2024 10:53,,,,Mobile Banking App,Notification Service,44.46,66.06,"INC730106, INC425834",
INC271892,Memory leak in Payment Service,Notifications from Payment Service are not being delivered to users.,Critical,In Progress,Karen Potts,17-12-2024 07:34,,,,Online Banking App,Payment Service,97.56,34.52,,KB062
INC623692,Database deadlock in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,Resolved,Kelly Beasley,14-05-2024 12:59,Lindsay Foster,12-07-2024 08:46,Resolved database deadlock in Notification Service.,Backend API,Notification Service,64.42,26.96,,
INC649582,High CPU usage on Notification Service,Notifications from Notification Service are not being delivered to users.,Medium,In Progress,Virginia Cross,02-07-2024 18:21,,,,Mobile Banking App,Notification Service,77.82,51.92,,KB067
INC053745,Failed transactions in Payment Service,"Payment Service is unresponsive, causing service degradation.",High,Open,Shannon Bishop,24-09-2024 09:44,,,,Online Banking App,Payment Service,91.93,40.35,,KB004
INC170452,Failed transactions in Database B,A deadlock in Database B is blocking critical operations.,Low,In Progress,Ronald Clarke,16-04-2024 02:04,,,,Mobile Banking App,Database B,82.73,10.66,"INC821671, INC039244",KB077
INC304111,Notification failure in Database B,Connection attempts to Database B are timing out.,Low,Open,Karen Aguilar,22-02-2025 13:39,,,,Online Banking App,Database B,60.54,77.2,,KB055
INC016013,High CPU usage on Auth Service,Transactions in Auth Service are failing due to database issues.,Medium,Open,Debra Pierce,12-10-2024 09:09,,,,Online Banking App,Auth Service,70.97,30.65,,
INC739065,Database deadlock in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,In Progress,Ryan Smith,22-02-2025 18:35,,,,Mobile Banking App,Payment Service,17.26,66.63,,
INC345588,Database deadlock in Database B,"Database B is consuming excessive memory, causing system slowdowns.",Low,Open,Jeffrey Gonzales,31-01-2025 09:20,,,,Mobile Banking App,Database B,70.59,52.08,,KB060
INC960408,Memory leak in Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,Resolved,Eric Garrison,11-06-2024 04:49,Rachael Mitchell,06-12-2024 23:22,Fixed memory leak in Auth Service.,Mobile Banking App,Auth Service,72.05,81.08,,
INC930660,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,Low,Resolved,Donna Johnson,13-12-2024 02:10,Cynthia Reed,15-02-2025 06:08,Restarted Payment Service.,Online Banking App,Payment Service,62.93,97.62,"INC469580, INC793300",
INC412008,Failed transactions in Payment Service,A deadlock in Payment Service is blocking critical operations.,Critical,In Progress,Paige Torres,31-07-2024 04:08,,,,Mobile Banking App,Payment Service,80.5,95.72,,KB007
INC718966,Memory leak in Auth Service,Connection attempts to Auth Service are timing out.,Low,Open,Christopher Garrett,20-04-2024 10:13,,,,Online Banking App,Auth Service,98.27,53.62,,KB037
INC528957,API latency spike in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Victoria Burton,02-09-2024 19:30,Kimberly White,23-10-2024 09:09,Restarted Notification Service.,Mobile Banking App,Notification Service,68.75,39.98,,
INC198290,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,Low,In Progress,Lisa Perez,14-08-2024 19:26,,,,Mobile Banking App,Payment Service,46.79,30.86,"INC206211, INC334787",
INC094749,High CPU usage on Database B,API requests to Database B are failing with 500 errors.,Medium,Open,Aimee Bryant,09-03-2025 08:51,,,,Online Banking App,Database B,56.91,56.59,,
INC575135,Payment Service connection timeout,"Payment Service is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Misty Cole,04-06-2024 04:18,,,,Backend API,Payment Service,34.07,27.37,"INC377534, INC338188",KB064
INC865360,Database deadlock in Auth Service,Users are experiencing high latency when accessing Auth Service.,Low,Resolved,Lucas Lewis,07-08-2024 22:53,Stephanie Savage,01-02-2025 07:37,Resolved database deadlock in Auth Service.,Online Banking App,Auth Service,93.25,50.93,,KB091
INC592190,High CPU usage on Auth Service,Transactions in Auth Service are failing due to database issues.,High,Resolved,Emily Rios,13-10-2024 09:29,John Calhoun,01-03-2025 14:33,Fixed memory leak in Auth Service.,Backend API,Auth Service,50.63,33.35,"INC681286, INC405773",KB045
INC504502,Failed transactions in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,Open,Andrea Briggs,14-05-2024 16:11,,,,Backend API,Payment Service,50.51,35.26,,KB034
INC855778,Failed transactions in Notification Service,Connection attempts to Notification Service are timing out.,Medium,In Progress,Shane Johnston,21-03-2025 16:13,,,,Online Banking App,Notification Service,13.83,62.01,,
INC625706,Database deadlock in Notification Service,Transactions in Notification Service are failing due to database issues.,High,In Progress,Ian Garcia,02-12-2024 01:18,,,,Backend API,Notification Service,79.4,55.74,,KB003
INC984579,High CPU usage on Auth Service,Transactions in Auth Service are failing due to database issues.,Medium,Resolved,Melissa Nguyen,24-07-2024 18:42,Thomas Miller,16-09-2024 22:04,Restarted Auth Service.,Online Banking App,Auth Service,25.99,74.02,"INC467476, INC654414",KB002
INC220532,Database B not responding,Users are experiencing high latency when accessing Database B.,Medium,Open,Natalie Logan,14-01-2025 04:08,,,,Mobile Banking App,Database B,80.82,69.57,,
INC648229,API latency spike in Payment Service,"Payment Service is unresponsive, causing service degradation.",High,Open,Christopher Bishop,02-08-2024 20:53,,,,Backend API,Payment Service,17.78,88.74,,KB069
INC039611,Notification failure in Notification Service,Connection attempts to Notification Service are timing out.,Medium,In Progress,Daisy Crawford,20-11-2024 13:41,,,,Backend API,Notification Service,18.21,95.37,,
INC171427,Memory leak in Notification Service,Notifications from Notification Service are not being delivered to users.,Low,Resolved,Kyle Webb,02-05-2024 15:57,Mark Johnson,03-09-2024 14:21,Restarted Notification Service.,Online Banking App,Notification Service,59.39,78.31,,KB021
INC035575,Failed transactions in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Resolved,Lisa Williams,12-11-2024 02:04,Joshua Acevedo,31-01-2025 23:18,Restarted Auth Service.,Backend API,Auth Service,34.7,67.53,"INC637550, INC539492",
INC268506,Memory leak in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,Resolved,Colleen Baker,12-08-2024 12:12,Angela Evans,05-11-2024 23:01,Restarted Payment Service.,Online Banking App,Payment Service,55.94,70.3,,KB067
INC223494,Memory leak in Auth Service,"Auth Service is unresponsive, causing service degradation.",Medium,Resolved,Timothy Moran,16-01-2025 12:53,Mary Robinson,28-02-2025 00:14,Fixed memory leak in Auth Service.,Mobile Banking App,Auth Service,19.59,80.2,,KB008
INC309678,Memory leak in Database B,Transactions in Database B are failing due to database issues.,Low,In Progress,Maria Kline,13-01-2025 03:03,,,,Backend API,Database B,88.18,84.15,,
INC631766,High CPU usage on Database B,"Database B is unresponsive, causing service degradation.",Low,In Progress,John Vance,24-02-2025 09:52,,,,Mobile Banking App,Database B,49.29,60.41,,KB012
INC526593,Memory leak in Notification Service,"Notification Service is unresponsive, causing service degradation.",Critical,Open,Ian Watts,25-12-2024 09:48,,,,Online Banking App,Notification Service,17.2,46.31,,KB073
INC378160,High CPU usage on Auth Service,Notifications from Auth Service are not being delivered to users.,High,Resolved,Mrs. Leah Williams,03-08-2024 11:58,Carlos Johnson,07-11-2024 12:00,Resolved database deadlock in Auth Service.,Online Banking App,Auth Service,77.88,85.51,,
INC351788,Database deadlock in Auth Service,A deadlock in Auth Service is blocking critical operations.,Medium,Open,Melissa Young,12-06-2024 18:45,,,,Mobile Banking App,Auth Service,78.7,63.73,,KB050
INC300510,Failed transactions in Database B,Connection attempts to Database B are timing out.,Medium,Open,Steven Russell,23-09-2024 05:32,,,,Mobile Banking App,Database B,27.71,31.33,,
INC253407,Database deadlock in Database B,Transactions in Database B are failing due to database issues.,High,In Progress,Jenna Morton,01-06-2024 06:55,,,,Backend API,Database B,13.23,66.87,"INC672791, INC151181",
INC006159,Notification Service not responding,"Notification Service is unresponsive, causing service degradation.",Medium,Open,Frank Buckley,16-09-2024 09:58,,,,Backend API,Notification Service,63.89,91.29,,
INC714578,Memory leak in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Medium,Open,Trevor Cruz,18-02-2025 05:21,,,,Mobile Banking App,Payment Service,40.91,73.82,,KB077
INC954769,High CPU usage on Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Open,Maria Phillips,18-01-2025 09:51,,,,Mobile Banking App,Notification Service,28.22,50.95,,
INC843176,Auth Service connection timeout,A deadlock in Auth Service is blocking critical operations.,High,In Progress,Jasmine Jones,10-01-2025 20:35,,,,Online Banking App,Auth Service,19.3,79.67,,
INC928769,Notification failure in Notification Service,Users are experiencing high latency when accessing Notification Service.,Low,Resolved,Dale Rogers,24-07-2024 20:54,Michael Sellers,04-12-2024 05:22,Resolved database deadlock in Notification Service.,Online Banking App,Notification Service,37.59,33.47,,KB098
INC982606,Memory leak in Notification Service,Transactions in Notification Service are failing due to database issues.,Medium,In Progress,Jennifer Dixon,27-10-2024 23:49,,,,Online Banking App,Notification Service,42.08,26.42,,
INC534848,Database deadlock in Database B,Notifications from Database B are not being delivered to users.,Low,Open,Carol Jones,03-04-2024 03:03,,,,Backend API,Database B,28.15,67.02,,KB030
INC615544,Database deadlock in Auth Service,Transactions in Auth Service are failing due to database issues.,High,Open,Patrick Hunter,12-12-2024 04:45,,,,Online Banking App,Auth Service,13.2,98.93,,KB092
INC510640,Notification failure in Auth Service,"Auth Service is unresponsive, causing service degradation.",High,Resolved,Tina Williams,07-01-2025 02:27,Cynthia Lopez,28-01-2025 11:03,Restarted Auth Service.,Backend API,Auth Service,13.32,23.2,,
INC523576,High CPU usage on Database B,Notifications from Database B are not being delivered to users.,Low,In Progress,James Castillo,28-07-2024 03:41,,,,Backend API,Database B,36.84,12.27,,KB006
INC604873,Payment Service connection timeout,Notifications from Payment Service are not being delivered to users.,Critical,In Progress,Melinda Wallace,04-03-2025 08:01,,,,Mobile Banking App,Payment Service,83.69,59.27,,
INC081010,Memory leak in Database B,API requests to Database B are failing with 500 errors.,Low,Resolved,Heather Baldwin,16-12-2024 16:29,Tyler Rodriguez,26-12-2024 11:28,Restarted Database B.,Mobile Banking App,Database B,51.17,44.97,,KB044
INC165866,High CPU usage on Database B,"Database B is consuming excessive memory, causing system slowdowns.",Low,Open,Amanda Santiago,16-10-2024 07:43,,,,Backend API,Database B,20.66,41.34,,KB084
INC960661,Database deadlock in Auth Service,A deadlock in Auth Service is blocking critical operations.,Medium,In Progress,Christopher Roberts,07-07-2024 20:29,,,,Online Banking App,Auth Service,75.93,74.36,,
INC683519,Notification failure in Payment Service,Notifications from Payment Service are not being delivered to users.,Medium,In Progress,Matthew Hogan,02-03-2025 19:33,,,,Mobile Banking App,Payment Service,16.23,56.34,,
INC949812,Auth Service not responding,"Auth Service is unresponsive, causing service degradation.",High,Open,Jacqueline Martinez,14-11-2024 11:13,,,,Backend API,Auth Service,82,30.82,,KB005
INC267923,Payment Service connection timeout,A deadlock in Payment Service is blocking critical operations.,Low,Open,Jeffery Mcintyre,10-12-2024 08:41,,,,Online Banking App,Payment Service,70.72,74.14,,KB031
INC170621,Database B not responding,"Database B is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Megan Brown,22-12-2024 21:40,,,,Online Banking App,Database B,45,30.58,"INC824955, INC610701",
